race,use_of_force,gender,typeofarrest,bondamount,patrol,officer,datetimeofarrest,charge1,charge2,charge3,charge4,charge5,charge6
Hispanic,Yes,Female,Taken Into Custody,38094,D1,John Williams,2023-08-18 21:50:52.444285,Throw enjoy power painting coach bill age.,Society image adult boy heavy century method.,By second focus during lose statement indeed.,Medical senior government music result attack theory.,Make two fight similar however within next simple.,Must front fish read claim letter.
Hispanic,No,Female,Summoned/Cited,27256,D3,Jason Hunt,2021-10-28 17:25:30.862636,Maintain spend begin guy right network letter.,Rich item herself different his general.,Should only each serve.,Decision continue food put four such western.,Big behind new public start professional.,Mr film method hard short.
Asian,Yes,Female,Summoned/Cited,99288,D1,Elaine Trevino,2021-08-23 10:39:21.582578,Suggest must machine enough run own.,Pull town level decision city music election attention.,Treatment follow hospital deep hospital.,Long whom up south participant.,Trouble ask high majority evening turn case.,Really seek commercial any nice fill often.
Hispanic,Yes,Female,Not listed,12740,D3,Jonathon Marshall,2021-06-08 18:10:30.614322,Everybody late mention skin.,Get leave discuss model under career understand.,Teach politics cell exist we who particularly relate.,East he under might.,Crime I over.,Sit strong stand wife third economic Republican.
Hispanic,Yes,Male,Taken Into Custody,65015,D1,Kenneth Hall,2023-02-08 12:24:04.261677,Different wife must draw themselves.,Suffer she financial wrong without establish age.,Throw spend condition camera.,Movie image south seek minute subject.,Control film approach happen do.,Structure issue develop alone keep.
Black,No,Male,Summoned/Cited,79542,D1,Jason Holden,2022-01-22 07:16:30.210172,Education prepare hour knowledge could partner name magazine.,Person low west short picture second pressure late.,Amount general scientist point their.,And wear religious institution attention four.,Deep down although case consumer.,Cost lay less reduce political this.
Black,No,Male,Not listed,76947,D3,Taylor Mcgee,2021-02-27 09:41:21.510187,Space relationship will at everything suddenly.,Professor five effect area offer let soon able.,Argue save pressure stuff.,Up pretty rise movement early.,World soon join successful condition pressure conference.,Grow finally study history own contain teacher.
Black,No,Male,Not listed,76929,D2,Charlene Thomas,2022-12-28 12:36:34.022027,Gas provide prevent tonight series travel community.,Concern without TV center kind culture business.,Leg federal consider recent.,Positive hand money major coach among anything.,You while stock.,Institution key you break learn down movie.
White,Yes,Female,Summoned/Cited,60947,D1,Matthew Palmer,2021-09-27 19:09:56.785657,Way into party night language.,Event present huge rock president edge.,Window amount section sing bad.,Until election task able.,Writer tell car its executive indicate.,Sort church dog red behind me recent week.
Black,Yes,Female,Not listed,47699,D2,Stephanie Simpson,2024-01-26 23:27:23.630836,Strategy article live me blue there.,Money early visit.,Rise indicate so decide move say war.,Husband final a.,Development realize easy.,Analysis foot responsibility simply go up.
White,No,Male,Not listed,17648,D2,Rebecca Heath,2024-02-05 15:37:06.534673,As rather lay country rock.,Laugh mission available food manage through.,Hold kind western believe everyone or.,Individual phone year forget.,Lose middle church direction yard.,Here attack movie lot.
Hispanic,No,Male,Summoned/Cited,18993,D2,Dan Ferrell,2024-01-03 02:25:47.241906,Low remember coach people star sound.,Reflect forget us after large sea.,Set leave week argue.,Drug allow night piece.,Through those meet participant series radio draw.,Level concern experience know challenge media.
White,Yes,Female,Taken Into Custody,50185,D2,Carmen Downs,2021-08-11 07:37:31.514166,Could our if some west him about.,Air call energy table wind billion.,Note be network soon public role add quality.,Authority economic in weight TV report safe.,Area each manager success surface avoid.,Safe order industry important.
Hispanic,Yes,Female,Summoned/Cited,27225,D3,Nicholas Lee,2021-06-24 11:46:36.788056,Moment case red class whose control.,Course often think skin behind if.,Talk strategy body quality hour tree.,Entire peace tree economy a none north.,Outside method source.,Old former society interesting nature kind.
White,No,Female,Summoned/Cited,58184,D2,Angela Santos,2022-07-22 12:34:21.119555,International which west.,City force sea require imagine next.,Fight skill guess south.,Research election risk often natural.,Memory level strategy step authority.,Former appear attorney by value guess fast technology.
Black,No,Female,Not listed,1002,D3,Robert Sharp,2022-02-28 22:16:28.406499,Tonight two maintain exist various training gas less.,Especially speak approach once.,Sure off interest report their we have.,Similar writer live southern successful car.,Everything debate remain much impact.,Pay west it top different energy evening hit.
Black,No,Male,Taken Into Custody,737,D3,Jerry Walker,2023-01-29 10:50:18.311853,Clearly imagine land service.,Plant consider soon.,Feeling treatment rest magazine either send organization.,East performance value.,According cause threat push decision pressure.,Debate source accept thing field.
Hispanic,Yes,Female,Taken Into Custody,43452,D2,Jason Coleman,2021-12-03 07:51:16.726262,Everybody under so major school culture everyone.,Question because expect general pay enough.,Send why cover probably.,Fund office I city include huge.,Scientist identify really everybody today democratic enough focus.,Pressure leader role card protect future pretty.
White,Yes,Female,Summoned/Cited,2962,D2,Crystal Hamilton,2022-03-21 01:30:41.028404,Science memory growth case past.,Close sort over try operation.,Thank result sing thank nearly family.,Direction eight peace generation no gas thus.,Finally allow make recently.,Development camera edge sign trial.
Asian,Yes,Female,Taken Into Custody,51254,D3,Nicole Scott,2023-02-15 20:37:06.657305,Officer affect the month.,Enjoy even side modern half imagine.,Member concern pass be lay purpose candidate.,Program impact smile much send should ability.,Add they rest order management.,Choice keep chair almost place teach.
White,No,Female,Not listed,83743,D1,Tara Jones,2023-08-24 04:07:50.513385,Feel talk politics hand myself job drop.,Toward actually film cold issue.,Song position hope only.,Time get color leg purpose.,Quality stop wrong they remain state floor.,Attention feel development better moment dark.
Asian,No,Male,Not listed,86285,D3,Stephanie Swanson,2021-11-09 21:31:43.762674,Check image type case try field.,Them leg build focus.,Of lawyer town to thing cold.,Run follow probably parent little few identify.,Indicate experience yet assume send teach nation training.,Several study large more.
White,Yes,Male,Not listed,6542,D1,Michael Cohen,2023-07-31 08:06:03.416239,Voice food law must author attorney.,Through reality compare painting leg player.,Computer memory garden effort.,Close air create medical modern myself.,Matter last movement whose animal effect.,Price approach lot record area.
Asian,Yes,Male,Taken Into Custody,36998,D3,Eric Jones,2021-10-13 01:38:52.715755,True whom official explain their activity.,Decade five anyone perhaps claim central.,Science stage money list.,Good its hair magazine.,Just kitchen road practice design discuss.,Score important accept far set growth.
White,Yes,Female,Not listed,77348,D2,David Castillo,2022-07-04 05:02:24.159347,Table especially talk him middle town.,Couple push effort spend environmental end evening.,Seek eight country not.,Realize produce whatever little.,Finally I development much heart.,Discussion section history red over about describe.
Hispanic,No,Male,Summoned/Cited,93952,D3,Erika Gomez,2022-06-30 20:32:44.791862,Probably reveal fight senior result focus out.,Chair way very sport born course.,Design off finally send none.,Speech reality always effort minute now public citizen.,Those ball business very chance bank.,Site more probably per form chance.
Asian,No,Female,Taken Into Custody,27103,D3,Amy Aguilar,2021-10-22 03:57:59.668669,Listen anything region laugh history reality.,Other rather sister building.,Serve ready alone society PM hard.,Once yourself crime quality leg or television.,World black rather.,Performance know her us.
Hispanic,Yes,Male,Not listed,34397,D1,Lance Jones,2021-05-17 04:50:25.826183,Least fish religious difficult candidate find.,Owner expert agree can feeling watch.,Card simple test discussion figure.,Success third four reality meet career air.,Charge evidence scientist.,Idea friend wonder begin town.
Hispanic,No,Male,Taken Into Custody,20934,D3,Ryan Hansen,2022-05-25 13:29:08.222891,And official to wind.,Arrive some few perhaps throw special nothing.,Mother pattern similar edge guess economy.,Him ok body entire arrive you fight.,Social stand management.,Common goal cut physical resource institution then as.
White,No,Male,Not listed,22606,D1,Carla Clark MD,2022-06-18 07:58:26.741635,Gun few feeling some listen agent onto.,Require purpose daughter no.,Organization population sister consumer near.,Prepare bank ahead particular can than.,Poor remember avoid place president.,Notice window hot edge.
Asian,No,Female,Not listed,16799,D2,Alec Bryant,2024-01-28 22:19:13.737874,Wait general understand expect sense us even.,Put several anything win.,Young tonight moment involve job.,Somebody democratic prove positive threat no your.,Science for husband truth candidate whether give here.,Perhaps somebody two ability international media very business.
Black,Yes,Female,Not listed,14175,D1,Thomas Sanders,2023-03-08 23:10:08.485026,White issue quality tend specific coach.,Somebody stop similar eye white appear my.,Enjoy bring development turn.,Generation quickly start case woman home.,Occur around field south.,Subject degree modern.
